"","md5sum"
"2013-07-15/ZIP/2007_All_Contracts_Full_20130715.csv.zip","82a244cdb2b8c5ff47d773bfeb7d7d83"
"2013-07-15/ZIP/2007_All_DirectPayments_Full_20130715.csv.zip","014d6bcb834cbd123dd5d2551f9c5f32"
"2013-07-15/ZIP/2007_All_Grants_Full_20130715.csv.zip","502d2ed96d3618c60dcb426e64fd0f21"
"2013-07-15/ZIP/2007_All_Insurance_Full_20130715.csv.zip","17d432f2538594ad542536ca4c77cc6b"
"2013-07-15/ZIP/2007_All_Loans_Full_20130715.csv.zip","85dfbdec8b4d66a88724ccbb098210de"
"2013-07-15/ZIP/2007_All_Others_Full_20130715.csv.zip","620015795f16baa63f6fb96bcc03fa7d"
"2013-07-15/ZIP/2008_All_Contracts_Full_20130715.csv.zip","854fce2b12418433886595393cef51ce"
"2013-07-15/ZIP/2008_All_DirectPayments_Full_20130715.csv.zip","0dd05ba0f1e64684c0348c0130920913"
"2013-07-15/ZIP/2008_All_Grants_Full_20130715.csv.zip","0528a7e2a3c8bc88605add72e16921d1"
"2013-07-15/ZIP/2008_All_Insurance_Full_20130715.csv.zip","c77c3b840ad0da406b95ad04525ba121"
"2013-07-15/ZIP/2008_All_Loans_Full_20130715.csv.zip","5136b2f0b63fe428b5f4c264aa9ac5a6"
"2013-07-15/ZIP/2008_All_Others_Full_20130715.csv.zip","8efccaf638c81853e4c5cd340c5de7e8"
"2013-07-15/ZIP/2009_All_Contracts_Full_20130715.csv.zip","8f82e76756eed588e56a53ddec214787"
"2013-07-15/ZIP/2009_All_DirectPayments_Full_20130715.csv.zip","bda0825c12ab28248351522591ff7169"
"2013-07-15/ZIP/2009_All_Grants_Full_20130715.csv.zip","fea7125f7156e14acc4905fbb8507f3b"
"2013-07-15/ZIP/2009_All_Insurance_Full_20130715.csv.zip","124f737a4316c6a368b2470954fd4660"
"2013-07-15/ZIP/2009_All_Loans_Full_20130715.csv.zip","15595693bc7923d139e2e46be67d4f5a"
"2013-07-15/ZIP/2009_All_Others_Full_20130715.csv.zip","52fcbebd4d09a01c2396fb55c4764a9c"
"2013-07-15/ZIP/2010_All_Contracts_Full_20130715.csv.zip","32d83b2c5d3d181d03c9aead714f9ac8"
"2013-07-15/ZIP/2010_All_DirectPayments_Full_20130715.csv.zip","a8dea7b92167c74d732d84b6ededfda3"
"2013-07-15/ZIP/2010_All_Grants_Full_20130715.csv.zip","103a81730e396d7e96eeb867f401fcbb"
"2013-07-15/ZIP/2010_All_Insurance_Full_20130715.csv.zip","4e5c8b6c82a39c2c06b7f9e429adf0d4"
"2013-07-15/ZIP/2010_All_Loans_Full_20130715.csv.zip","e69881333aeee61e88452cc5ba4895d2"
"2013-07-15/ZIP/2010_All_Others_Full_20130715.csv.zip","dab44fd3c8b8817bdfc90d63a1acc48e"
"2013-07-15/ZIP/2011_All_Contracts_Full_20130715.csv.zip","1d52744b05119462d5fe23253518b2a4"
"2013-07-15/ZIP/2011_All_DirectPayments_Full_20130715.csv.zip","8f6d6509db9778500783b7fd999d0cd6"
"2013-07-15/ZIP/2011_All_Grants_Full_20130715.csv.zip","84fa20b0b9645549ea01e3b92f2cd5d6"
"2013-07-15/ZIP/2011_All_Insurance_Full_20130715.csv.zip","4151ac7a863df6b4a63ea45cabf6b6cc"
"2013-07-15/ZIP/2011_All_Loans_Full_20130715.csv.zip","0b8e3eabd74a0df57faeafb4edc56a13"
"2013-07-15/ZIP/2011_All_Others_Full_20130715.csv.zip","9aa741b5d817a20ec98cfd8f9999473d"
"2013-07-15/ZIP/2012_All_Contracts_Full_20130715.csv.zip","bb41d4ce4a1405e5e45f0bdf4fa13423"
"2013-07-15/ZIP/2012_All_DirectPayments_Full_20130715.csv.zip","3bcefdc5eb35cbda8d79f598637d3a56"
"2013-07-15/ZIP/2012_All_Grants_Full_20130715.csv.zip","1c16f62854374a1358d8090103b06d73"
"2013-07-15/ZIP/2012_All_Insurance_Full_20130715.csv.zip","e5d8f0cdc6db384b05a5610518bacea0"
"2013-07-15/ZIP/2012_All_Loans_Full_20130715.csv.zip","b91e0386149e701a01da40b63c201239"
"2013-07-15/ZIP/2012_All_Others_Full_20130715.csv.zip","7119f98a8953faed1d9fc0b95f5d73cb"
"2013-07-15/ZIP/2013_All_Contracts_Full_20130715.csv.zip","2456aeb6daa58fdbfaad00475df9738a"
"2013-07-15/ZIP/2013_All_DirectPayments_Full_20130715.csv.zip","c13fb312d9a578aee4841cc3e1b075b1"
"2013-07-15/ZIP/2013_All_Grants_Full_20130715.csv.zip","f518d169bbb0f6155f8f81eac8ece672"
"2013-07-15/ZIP/2013_All_Insurance_Full_20130715.csv.zip","e35f6961438abe7ab08a7bcc44de19e8"
"2013-07-15/ZIP/2013_All_Loans_Full_20130715.csv.zip","7dc05eec2be3ffc6019718c449d0cf13"
"2013-07-15/ZIP/2013_All_Others_Full_20130715.csv.zip","47a6f74f98273127ffab213302cbe6d0"
