"","md5sum"
"2014-03-16/ZIP/2007_All_Loans_Full_20140316.csv.zip","300050afa91eb88d415fa2b7ba05cd3e"
"2014-03-16/ZIP/2007_All_Others_Full_20140316.csv.zip","651fdb7ec071b89b40241caa6505c05c"
"2014-03-16/ZIP/2008_All_Contracts_Full_20140316.csv.zip","e694cf41c15375ae52e262e04064abe5"
"2014-03-16/ZIP/2008_All_DirectPayments_Full_20140316.csv.zip","f6c81a68c6411bdd383f8a4f67f630f4"
"2014-03-16/ZIP/2008_All_Grants_Full_20140316.csv.zip","238f1d6792934c803457ebc87dea4bf2"
"2014-03-16/ZIP/2008_All_Insurance_Full_20140316.csv.zip","daf7968ff03ef554fbdac9cb0fb141b1"
"2014-03-16/ZIP/2008_All_Loans_Full_20140316.csv.zip","f152fb863b3f4eb430ffbb548d2c7e98"
"2014-03-16/ZIP/2008_All_Others_Full_20140316.csv.zip","a8675df3b04005eea88be8c507ee866c"
"2014-03-16/ZIP/2009_All_Contracts_Full_20140316.csv.zip","200e36b144bc3cec0732ee69d2cde48a"
"2014-03-16/ZIP/2009_All_DirectPayments_Full_20140316.csv.zip","4f1be568b93fdc4337c159c79c661812"
"2014-03-16/ZIP/2009_All_Grants_Full_20140316.csv.zip","11e1582b4ac84b740492fe5fa3f719c2"
"2014-03-16/ZIP/2009_All_Insurance_Full_20140316.csv.zip","a95eac24d388fb63bc292ad021d22813"
"2014-03-16/ZIP/2009_All_Loans_Full_20140316.csv.zip","dceefa518e3b85f38ed258f8ad57c0ee"
"2014-03-16/ZIP/2009_All_Others_Full_20140316.csv.zip","3df4b3646c42703d3cf0bd9a8603792b"
"2014-03-16/ZIP/2010_All_Contracts_Full_20140316.csv.zip","8369bd46b74dac9443f81059a6321780"
"2014-03-16/ZIP/2010_All_DirectPayments_Full_20140316.csv.zip","5435b98e298690f9e13bed85c919f061"
"2014-03-16/ZIP/2010_All_Grants_Full_20140316.csv.zip","1a2269722d1945de03ec1717aeeacfb1"
"2014-03-16/ZIP/2010_All_Insurance_Full_20140316.csv.zip","1647e8dbbec45331a8332304afc7c3c8"
"2014-03-16/ZIP/2010_All_Loans_Full_20140316.csv.zip","75988cddeb8d77892c2b384a8bbf55a9"
"2014-03-16/ZIP/2010_All_Others_Full_20140316.csv.zip","ec9c41fe36107a3cab02b8cc5d029bbd"
"2014-03-16/ZIP/2011_All_Contracts_Full_20140316.csv.zip","49eaaa94d1ed246cf46af7725abec2e1"
"2014-03-16/ZIP/2011_All_DirectPayments_Full_20140316.csv.zip","505e386adb9597199f396a0c0a37c752"
"2014-03-16/ZIP/2011_All_Grants_Full_20140316.csv.zip","d4e5a9ffad59d190a346300437a44a2c"
"2014-03-16/ZIP/2011_All_Insurance_Full_20140316.csv.zip","49a8390890b531ac39ffc76c817590c0"
"2014-03-16/ZIP/2011_All_Loans_Full_20140316.csv.zip","09a42efeec28dc6983ba42e8336a4abf"
"2014-03-16/ZIP/2011_All_Others_Full_20140316.csv.zip","89f7124883b2a1816e7406de1467d4fb"
"2014-03-16/ZIP/2012_All_Contracts_Full_20140316.csv.zip","9c8de818313ca24b7de8b4e820b26bb7"
"2014-03-16/ZIP/2012_All_DirectPayments_Full_20140316.csv.zip","33131bf246e167cec968146035ea6276"
"2014-03-16/ZIP/2012_All_Grants_Full_20140316.csv.zip","a7de41883cb8b1fb67b2c33d97539b5a"
"2014-03-16/ZIP/2012_All_Insurance_Full_20140316.csv.zip","c866b52882c823b76c036696aaa78a72"
"2014-03-16/ZIP/2012_All_Loans_Full_20140316.csv.zip","71d892af0d78dcfcee1658deaac5672b"
"2014-03-16/ZIP/2012_All_Others_Full_20140316.csv.zip","f93a42c61d0da1c1b45263ad09e1ef38"
"2014-03-16/ZIP/2013_All_Contracts_Full_20140316.csv.zip","63ef1bf3f2ca36487d08ca25a6f99406"
"2014-03-16/ZIP/2013_All_DirectPayments_Full_20140316.csv.zip","c478e44f754cb893df871b324be61558"
"2014-03-16/ZIP/2013_All_Grants_Full_20140316.csv.zip","7c68799f17c800c15e65272f665138db"
"2014-03-16/ZIP/2013_All_Insurance_Full_20140316.csv.zip","ef5997aa204ee593b44013e2c4fcd526"
"2014-03-16/ZIP/2013_All_Loans_Full_20140316.csv.zip","6b843127a7e1cda69a3556be5465310e"
"2014-03-16/ZIP/2013_All_Others_Full_20140316.csv.zip","52718bbcf23a7fe9dabfe50152ac3fc4"
"2014-03-16/ZIP/2014_All_Contracts_Full_20140316.csv.zip","09218b1e459024fb27f144bfd3b28af9"
"2014-03-16/ZIP/2014_All_DirectPayments_Full_20140316.csv.zip","b381c7b0b45c5b4478cc2a776a403458"
"2014-03-16/ZIP/2014_All_Grants_Full_20140316.csv.zip","b9addd508cbbf5fbe09d6ccd777d6ef9"
"2014-03-16/ZIP/2014_All_Insurance_Full_20140316.csv.zip","f28f1694014cf74357999d93c505c752"
"2014-03-16/ZIP/2014_All_Loans_Full_20140316.csv.zip","f5b5c7488df424f6efa8e50388e1bc1a"
"2014-03-16/ZIP/2014_All_Others_Full_20140316.csv.zip","327eedcedf92504b22ac1731f22a7196"
